full_text,class
muy buena atencion  cada vez tengo mejores ofertas de prestamos con el bcp,positivo
no tuve que esperar mucho tiempo para ser atendido,positivo
la atencion que me brindaron fue rapida y cordial voy a esta agencia seguido por mi empresa,positivo
apertura de cta de ahorro y  en pagos realizados muy rapidos,positivo
atencion amable y rapida,positivo
porque fui muy bien orientada pero no pude solucionar mi problema en la misma agencia,positivo
la limpieza de las instalaciones  el personal de vigilancia muy atento en su funcion  cortesia y educacion en la atencion en plataforma  atencion rapida,positivo
la atencion fue rapida y eficiente,positivo
por que me brindaron asesoria y me recomendaron algunos servicios,positivo
atencion en ventanilla adecuada la cola un poco larga,positivo
aclararon mis dudas pero me querian convencer que aceptara ya el prestamo,positivo
fui buscando un credito personal y a pesar que no califico para el mismo la atencion fue muy buena y la chicsse tomo el tiempo necesario para buscar por varios medios pero al final no podian darme el credito pero la atencion fue muy buena sigan asi,positivo
buena y rapida atencion,positivo
me atendieron rapido y bien,positivo
porque me atendieron rapido,positivo
todo fue muy rapido  no habia gente  me atendieron bien,positivo
la srta que atiende en la plataforma  me atendio  me atendio muy correctamente como debe ser y se porto muy hable y clara en su explicacion muy buena,positivo
por que me atendieron con amabilidad,positivo
la atencion fue en un buen tiempo y la cordialidad del personal,positivo
la atencion de la asesora fue muy buena ademas que las dudas que se tiene la absuelve con rapidez,positivo
rapidez y coordialodad del personal,positivo
por que la atencion brindada fue la adecuada dando informacion y resolviendo mis dudas,positivo
como soy banca exclusiva me atendieron rapido,positivo
por la buena atencion brindada por el asesor,positivo
servicio rapido,positivo
muy buena atencion,positivo
por la amable atencion del personal,positivo
porque la atencion fue rapida y se soluciono inmediatamente lo que queria,positivo
atencion rapida y muy cordial,positivo
la atencion fue rapida y clara,positivo
buena atencion y rapida  la cajera muy amable,positivo
me atendieron con mucha amabilidad y simpatia,positivo
porque realice con facilidad mis operaciones pero con relativa espera en cola,positivo
por fui atendida rapido no me demore mucho en la agencia gracias,positivo
porque realice el tramite que tenia que realizar sin contratiempos,positivo
por la misma atencion que se obtuvo al realizar el retiro,positivo
la  atencion es  correcta pero va  mucha gente y tambien falta  estacionamientos por que el   de clientes  va con su vehiculo,positivo
fueron muy amablesempezando por la chica de la recepciòn,positivo
colaboradora atiende muy amable,positivo
buena atencion,positivo
no funciono la maquina virtual para sacar una copia de mis estados de cuenta que se encuentran a la entrada del banco pedi ayuda y el encargado tampoco pudo en ninguna de las dos maquinas disponibles dijeron que  se habia bloqueado,positivo
por la rapidez de su atencion,positivo
porque brindan un buen servicio,positivo
por la atencion,positivo
fue simple y rapido,positivo
porque me atendieron rapido y muy cordialmente,positivo
atencion cordial,positivo
la atencion muy grataexplicacion entendible y muy paciente es tengo y muestra confianza,positivo
cordialidad solucionaron mis dudas y problemas en menos tiempo del que pense y con mucha eficiencia,positivo
muy buena atencion,positivo
me atendieron rapido,positivo
la atencion muy buena la señorita que me atendio me explico paso a paso y tuvo mucha paciencia  pero muy pocas chicas en el modulo solamente hay dos y muchas personas y eso hace que se demore mucho,positivo
recibi atencion cordial,positivo
buena atencion,positivo
rapida atencion y eficiente,positivo
me atendieron super bien y rapido,positivo
me aclararon todas mis dudas de la manera mas amable ya que es mi primera experiencia con una tarjeta de debito,positivo
amabilidad y acogida,positivo
un excente trato al cliente buena y oportuna informacion,positivo
la guia y consejos de los consultores y de quienes atienden en ventanilla,positivo
atencion muy amable,positivo
poco tiempo de espera amabilidad en la atencion y orientacion adecuada,positivo
pude reakizar mis operaciones monetarias sin contratiempos,positivo
la atencion fue rapida la espera minima,positivo
no demoraron mucho en la atencion como en otras oportunidades,positivo
la srta que me atendio muy amable y lo bueno que no hay mucha gente y te pueden atender rapido,positivo
bueno porque la atencion que brinda es  rapida y los problemas que uno presentan te dan alternativas de solucion lo que ayuda esta ha que el cliente se retire sin ningunas dudas,positivo
porque la atencion fue rapida y amable,positivo
es k la atencion es buena y rapida,positivo
por la atencion y trato de las personas que alli laboran,positivo
la atencion fue buena por la srta eymi reyes,positivo
por que de tres cajeros automaticos solo funcionaba uno y habia cola pero en ventanilla me atendieron rapido y eficaz,positivo
me atendieron muy bien amables  me dieron informacion completa,positivo
porque pude hacer mi transaccion rapidamente,positivo
sin colas,positivo
la atencion fue muy buena y rapida  sali muy feliz,positivo
por que me atendieron muy amablemente,positivo
atencion rapida,positivo
porque me atendieron muy amablemente,positivo
atencion rapida,positivo
por la rapidez de la atencion,positivo
si por que me brindo la orientacion adecuada para la operacion que yo esta solicitando  muy buena atencion,positivo
porque la asesora que me atendio fue muy amable y me ayudo con las dudas que tenia fue muy servicial,positivo
buena atencion y rapida,positivo
atencion rapida y cortes,positivo
fui atendida en forma eficiente y sali conforme con la ayuda que recibi,positivo
buena atencion y no hubo mucho tiempo de espera,positivo
buena atencion,positivo
muy rapido,positivo
porque me resolvieron todas mis dudas  me apoyaron y atendieron satisfactoriamente,positivo
porque se soluciono el problema que tenia en ese momento con mi tarjeta,positivo
hubo una persona que pudo resolver y atender mi gestion rapidsmente ,positivo
porque la atencion fue buena y pudieron resolver mis dudas,positivo
fue rapida ls atencion,positivo
por el buen servicio a los clientes,positivo
la srta que me atendio suplio las necesidades y adquiri  unos seguros,positivo
atecion,positivo
la atencion es muy eficaz,positivo
la atencion fue rapida y amable,positivo
la atencion por las srtas de ventanilla son muy buenas cordiales y rapidas,positivo
por su atencion,positivo
fui bien atendido en lineas generales,positivo
le buscaron una solucion oportuna a mis necesidades,positivo
porque el asesor carlos de la cruz me brindo un excelente servicio durante el proceso de la adquisicion de mi tarjeta de credito aclarando con interes mis consultas y objeciones de manera cordial,positivo
me brindaron una buena atencion y amabilidad de parte de el funcionario de credito en lo personal estoy muy satisfecho aunque espero siempre una atencion mas especial acorde a nuestro esfuerzo por ser buenos clientes y ser puntuales en nuestros pagos por norma personal el interes del credito me han favorecido con una rebaja importante aunque aun pueden competir con interbank que da una menor tasa y mayor credito pero en lineas generales todavia se puede mejorar en sus consideraciones a los buenos clientes como yo,positivo
muy buena atencionrapido y agradable,positivo
porque la atencion fue bastante rapida,positivo
por la rapidez,positivo
un buen ambiente un buen trato y no hubo demora en la atencion de plataforma,positivo
me atendieron eficazmente,positivo
si,positivo
porque el señor que me atendio fue muy cordial y pudo responder todas mis dudas,positivo
una muy buena antencion,positivo
por la buena atencion al cliente,positivo
personalizacion de atencion del ejecutivo,positivo
por que la sectorista  sra tania naveda y en plataforma me atendieron  muy bien,positivo
rapidez,positivo
amables en la atencion del personal que me atendio y rapides,positivo
por que por lo general no hay cola y los empleados son amables,positivo
por lo rapido q solucionaron mi reclamo,positivo
soy mayor de  añosdesde el servicio de seguridad me dieron atencion preferencialigual atencion recibi en la ventanilla preferencial muy amable la señorita y una rapida atencion,positivo
porque me ayudaron en todo y despejaron todas mis dudas,positivo
rapida atencion,positivo
porque la señorita me indico donde mas podia pagar la sunat hasta la pm ya que en el bcp solo era hasta las pm me mando al scotiabank,positivo
porque la atencion recibida por el joven j ayala fue cortes efectiva y etica,positivo
rapidez,positivo
buena atencion,positivo
me atendieron bien,positivo
atencion buena cordial rapida y eficiente,positivo
atencion rapida e informacion concisa,positivo
amabilidad en la atencion,positivo
la rapidez y calidad  en su atencion y el trato amable,positivo
buen servicio,positivo
por la gentileza amabilidad y eficaz atencion,positivo
me atendieron muy bieny excelente,positivo
por una buena y rapida atencion,positivo
el servicio fue bastante correcto,positivo
por que me atendieron buen y rapido,positivo
la atencion fue muy rapida  y eficiente,positivo
oficinas modernas buena atencion del personal no hay muchas colas,positivo
por  ser bien rapido su atencion  y nos orientan si tengo una duda bancaria,positivo
porque fui atendido casi de inmediato por una srta que no estaba atendiendo al ver que la ventanilla de banca exclusiva se demoraba ella abrio su ventanilla y termine inmediatamente,positivo
resolvieron lo que fui hacer aunque demoraron un poco pero lo hicieron,positivo
fue una atencion rapida cordial y amable,positivo
por la rapidez y el buen servicio,positivo
por que solucionaron mi problema como yo pense que seria,positivo
atencion amable por parte del cajero,positivo
buen servicio y rapides,positivo
por la atencion prestada,positivo
por la informacion brindada,positivo
